,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
GUT_0377,0.62172,-0.95899,-1.45835,-1.80293,0.55751,1.14212,-0.00259,-0.98293,0.70049,-0.84547,-0.71093,0.89172,-1.85822,0.4696,-0.92577,0.35691,0.02381,0.41556,0.67634,-1.09154,1.30115,0.85535,0.74169,1.11676,0.48449,1.22041,0.24498,-1.68608,-0.14428,-0.65421,-1.25806,0.03395
GUT_0378,-0.09473,-0.72454,-1.4587,-1.55424,0.43553,1.13815,-0.32458,-1.56546,1.383,-1.24249,-1.22664,0.72255,-2.3829,0.42268,-0.64979,-0.12938,-0.1813,0.30303,0.88596,-0.91192,1.42233,0.84217,1.25114,1.30016,0.59686,0.96673,0.4705,-1.70282,0.25876,-0.90471,-1.62411,0.24488
GUT_0379,-0.00897,-0.45456,-0.81178,-1.44277,0.65595,0.79789,0.24969,-1.35056,0.98266,-1.01816,-0.88625,0.1898,-2.14867,0.65864,-0.72577,0.31471,0.08627,0.51524,0.53804,-0.99789,1.47125,0.83797,0.69811,0.75703,1.03455,0.78403,-0.08722,-1.24308,0.18408,-0.73409,-1.4321,0.06363
GUT_0380,0.26015,-0.4366,-1.39251,-1.12982,1.01002,0.83133,0.11898,-1.22474,0.65226,-1.22196,-0.52498,0.4098,-2.30131,0.81271,-0.47411,0.30726,-0.05065,0.36068,0.81519,-0.61565,1.58768,0.87411,0.54623,1.08859,1.05549,0.70389,0.143,-1.86742,0.10351,-0.57463,-1.67644,0.4194
GUT_0381,0.61247,-1.05708,-1.05433,-1.76143,0.71421,0.90095,-0.31605,-0.76936,1.04392,-1.48946,-0.42661,0.37614,-2.2788,0.6309,-0.74249,0.65555,-0.17344,0.2985,0.85945,-0.66524,1.34282,0.67137,1.03482,1.05181,0.99122,0.81241,0.33776,-1.51915,-0.40098,-0.73786,-1.67291,-0.07191
GUT_0382,0.20551,-0.59834,-1.33263,-1.12439,0.95652,1.10844,0.23684,-0.89273,0.94703,-1.17298,-0.73857,0.61963,-2.13985,0.04857,-0.36503,-0.03629,0.23874,0.27248,0.6706,-1.09938,1.29701,0.79843,0.76814,0.91594,0.70399,1.07197,0.11927,-1.0588,-0.02074,-1.18668,-1.21185,0.31675
GUT_0383,0.76906,-0.15651,-1.77871,-1.2334,0.53183,0.79331,-0.49344,-1.15693,0.84415,-1.28306,-0.70048,0.42819,-2.68922,0.89196,-0.93974,0.19562,0.25769,0.14001,0.76203,-0.83688,1.83938,0.55469,0.86046,1.32067,1.27465,1.16159,-0.27193,-1.4151,0.17273,-0.53889,-1.61257,0.46993
GUT_0384,-0.25681,-0.77869,-2.10159,-1.8016,1.00895,0.89499,0.07048,-1.4889,0.81684,-1.21771,-0.71968,0.69173,-2.21262,0.27286,-0.79488,0.16111,-0.30482,-0.25264,0.88185,-0.70959,1.42446,1.00629,1.34039,1.13744,0.71873,0.92033,-0.19816,-0.99602,-0.03549,-0.84027,-1.59472,0.05208
GUT_0385,0.00865,-0.82559,-1.12196,-1.02481,0.48642,0.71562,-0.48557,-1.21311,0.86161,-1.69911,-0.95027,1.29103,-2.23214,0.32326,-0.66838,0.38811,0.10496,0.55375,0.6841,-0.60503,1.29971,0.61935,0.96872,1.48232,0.78251,1.04488,-0.03676,-1.73015,-0.57923,-1.04326,-0.9517,0.52208
GUT_0386,0.25381,-0.28304,-1.14109,-1.46535,0.42942,0.81233,0.2457,-0.50271,0.56307,-1.42221,-0.50532,0.71753,-1.98952,0.14752,-0.96643,-0.34815,0.30734,0.16582,0.74686,-0.24403,1.78827,1.14289,0.59171,0.7456,0.58681,0.7169,0.10828,-1.55938,-0.04885,-0.42252,-1.86324,0.30136
GUT_0387,0.10615,-0.31492,-1.24997,-1.46612,0.52123,0.95502,-0.05483,-0.86436,0.69959,-1.00761,-1.09023,0.31255,-1.9118,0.40586,-0.41748,0.12583,-0.12407,-0.18621,0.88401,-0.64066,1.08975,0.53664,0.65662,1.12673,0.61796,0.70238,-0.62625,-1.32697,0.21536,-1.21807,-0.89677,0.32699
GUT_0388,-0.05253,-0.56524,-1.67848,-1.29843,0.52208,1.04896,-0.42147,-0.90138,0.9439,-1.10394,-0.67943,1.05875,-1.95001,-0.03062,-0.6524,-0.39928,-0.05996,0.32859,0.94517,-0.62386,1.3295,0.33079,1.15611,1.53509,1.05378,0.83355,0.35476,-1.61252,-0.49218,-0.82792,-1.57594,0.08784
GUT_0389,0.17442,-0.75518,-1.66089,-1.56876,1.03676,0.94841,0.09864,-1.60688,1.15078,-0.95696,-0.53435,0.47122,-2.23171,0.16422,-0.63071,-0.12558,-0.08218,0.36006,0.87625,-0.52313,1.4407,1.06953,0.97502,1.34989,0.70133,0.77022,-0.15214,-1.45699,-0.40138,-0.86636,-0.80366,0.59022
GUT_0390,0.01347,-0.44981,-1.53012,-1.02969,0.55603,0.93817,-0.36994,-1.08866,0.78113,-1.36751,-0.99343,0.69749,-2.09687,0.48034,-0.79337,0.51502,-0.14265,-0.1126,0.38953,-0.82152,1.50188,0.87108,0.76012,1.27266,1.03653,0.97722,0.21382,-1.84555,-0.50355,-1.07517,-1.53933,0.33046
GUT_0391,0.2469,-0.83178,-0.93933,-0.86329,0.76226,1.2438,-0.4496,-1.27867,1.08463,-0.95797,-0.5395,0.99956,-2.34092,0.7786,-0.73456,-0.14943,0.13291,0.19874,0.52601,-1.01184,1.65086,0.59748,0.97026,1.14157,0.54388,0.92025,0.07186,-1.53986,0.03367,-0.88652,-1.22198,0.33034
GUT_0392,0.17166,-0.45824,-0.91698,-1.48373,0.23567,0.90813,-0.33098,-1.18475,1.19218,-1.0185,-0.57459,0.01295,-2.39879,0.88486,-0.50471,0.50201,0.29182,0.00029,0.81249,-0.41608,1.65937,1.1897,0.50666,1.21852,1.00525,1.3459,-0.04734,-1.52945,-0.44885,-1.05782,-1.40008,0.6293
GUT_0393,0.21582,-0.17065,-1.44692,-1.55541,0.24904,1.45498,-0.34544,-1.21125,1.1466,-1.55934,-0.53977,1.04286,-2.13257,0.48729,-0.84938,0.39774,-0.20719,0.37354,1.16789,-0.58865,1.55101,0.76283,1.06289,1.05847,0.39037,1.04765,0.33978,-1.29025,-0.22448,-0.50276,-1.78961,0.18415
GUT_0394,0.26965,-0.56382,-1.14189,-0.9977,0.75688,0.40163,0.06752,-1.14281,1.14276,-1.15856,-0.59324,0.55676,-2.48776,0.50299,-0.29976,-0.12801,-0.18213,0.56914,0.645,-1.01943,1.29373,0.79396,1.23244,0.82938,1.42167,0.79014,0.02167,-1.62736,-0.15319,-0.70086,-1.24694,0.13882
GUT_0395,0.101,-1.18179,-1.65845,-1.43429,0.3937,0.5507,0.28987,-0.84342,1.08562,-1.44574,-0.45488,0.57085,-2.16038,0.333,-0.31195,0.27224,-0.04636,0.25267,0.62415,-0.84541,1.51153,0.5867,0.62761,1.31445,0.73987,0.87965,-0.39158,-1.45159,0.0055,-1.28974,-0.9679,0.55963
GUT_0396,0.23017,-0.84193,-1.42417,-1.27383,0.64461,0.77603,-0.47458,-1.31209,1.42865,-0.94131,-0.74511,0.57429,-2.43109,0.61033,-0.91785,0.38263,0.06506,0.11378,0.62913,-0.70356,1.40112,1.23494,0.91126,2.00452,0.34425,0.4121,0.12114,-1.48693,-0.111,-0.82397,-1.58349,0.32625
GUT_0397,0.19488,-0.74756,-1.35104,-2.05995,0.63874,0.93751,-0.68655,-0.8753,0.69608,-1.42211,-0.46577,0.70605,-2.14602,0.62377,-0.7758,-0.14698,-0.1177,0.53953,0.58799,-0.53806,1.43851,0.68908,0.74947,0.87821,0.75315,0.58477,0.0867,-1.02122,0.35241,-0.71886,-1.31973,0.54009
GUT_0398,-0.09641,-0.74313,-1.71283,-1.667,0.35521,1.18511,-0.56287,-1.3679,0.63434,-1.26863,-0.5551,0.70921,-1.94397,0.63143,-1.58743,-0.06526,-0.43363,-0.04366,0.66718,-0.54374,1.23657,0.55662,1.23082,1.42773,0.36449,0.77963,0.0328,-1.42871,0.2613,-0.88593,-1.48749,0.26932
GUT_0399,-0.13381,-0.52734,-1.33148,-1.22476,0.30374,0.87056,-0.41002,-1.24327,0.93945,-1.26311,-0.47123,0.40195,-2.39128,0.04789,-0.90016,0.21596,-0.26313,0.20299,0.34466,-0.41045,1.11196,0.64279,0.92887,1.15897,0.74469,0.88296,0.11374,-1.4515,0.17911,-1.09456,-1.26862,0.22943
GUT_0400,0.19757,-0.4387,-1.47995,-1.55565,0.70121,0.69934,0.26206,-1.10227,0.77702,-1.31681,-0.30607,0.11846,-2.54081,0.81118,-0.30754,0.04038,-0.51792,0.54159,0.69243,-0.37382,1.3638,0.78539,0.73792,1.21686,0.83031,0.32432,0.11803,-1.69303,-0.13552,-0.75741,-1.3179,-0.06757
GUT_0401,0.14812,-0.64682,-1.46943,-1.3962,0.33703,0.8933,-0.22458,-0.80859,0.98949,-1.14628,-0.63182,0.32932,-3.0701,0.526,-0.99331,0.05324,0.09356,-0.12048,0.74227,-0.51112,1.44155,0.72993,1.04377,0.99387,0.64577,0.99987,0.25694,-1.64604,-0.13019,-0.92474,-1.21495,0.31748
GUT_0402,0.00945,-0.64107,-1.48783,-1.48158,0.72603,0.29688,-0.26584,-0.6771,0.73948,-1.87384,-0.75722,0.41404,-2.38385,0.61928,-0.73986,0.17644,0.03166,0.42482,0.49276,-0.78792,1.3999,0.4948,0.66696,0.97744,0.70522,0.74246,0.65247,-1.54848,-0.49944,-0.74258,-1.33227,0.13362
GUT_0403,-0.41981,-0.23621,-1.53848,-1.59093,0.21164,1.03495,-0.10258,-1.3437,0.8803,-1.33023,-1.05666,0.56959,-1.90717,0.76857,-0.45076,0.10413,-0.07514,0.03854,0.806,-0.78979,1.58194,0.85963,0.48653,1.05541,0.57175,0.90225,0.1975,-1.26554,0.13902,-0.81484,-1.4369,0.3192
GUT_0404,0.02593,-0.32591,-1.8452,-1.75625,0.34238,1.07142,-0.25707,-0.62291,0.94269,-1.30563,-0.83487,0.97946,-2.27864,-0.00577,-0.63781,0.1829,-0.03149,0.24544,0.67972,-1.18151,1.50681,0.7726,0.79641,0.88733,1.08772,0.73533,-0.09273,-1.23463,-0.26138,-0.74908,-1.41819,0.3342
GUT_0405,0.43897,-0.62878,-1.8416,-1.28325,0.22195,1.07708,-0.33439,-1.23457,0.35562,-1.24436,-0.57043,0.58921,-1.98256,0.03138,-0.36383,0.47338,-0.13889,0.5152,0.99436,-0.67785,1.46483,0.79844,0.63324,1.24509,0.69808,1.0203,-0.24008,-1.09382,-0.84942,-0.7168,-1.70654,0.31857
GUT_0406,0.21324,-0.63835,-1.3315,-1.26061,0.67697,1.20705,-6e-05,-1.23049,0.58974,-1.20118,-0.68839,0.76844,-2.09145,-0.26422,-0.27998,0.1722,0.18554,0.0456,1.07655,-1.07334,1.50893,0.70111,0.58246,1.02275,1.07616,1.03598,-0.08931,-1.44418,0.16306,-0.46266,-1.94587,0.0023
GUT_0407,0.52115,-0.61677,-1.43149,-1.30768,0.51072,0.84119,-0.35083,-1.24352,1.2248,-1.68767,-0.55582,1.03714,-2.2771,0.19028,-0.39687,-0.11377,0.28712,-0.112,0.85261,-0.62133,1.3754,0.69807,0.64788,1.08758,0.26042,0.657,0.23829,-1.40948,0.07295,-0.27052,-1.33791,0.29142
GUT_0408,0.29754,-0.918,-1.46701,-1.30632,0.40188,1.08635,-0.35403,-1.00827,0.85799,-1.16055,-0.60619,0.93899,-2.26277,0.29866,-0.34414,-0.0327,0.13791,0.41536,0.89022,-0.60062,1.94142,0.61175,0.90553,1.58162,0.59756,0.64655,-0.05667,-1.34669,-0.28433,-0.95447,-1.19052,-0.15525
GUT_0409,0.17208,-0.64755,-1.3311,-1.02917,1.00816,0.64518,-0.28876,-1.40911,0.81042,-1.31531,-0.54271,0.71217,-2.15616,0.63442,-0.22882,0.04984,-0.02198,-0.22144,1.07217,-0.85602,1.49797,0.875,0.71853,1.19051,0.92578,0.8266,-0.34462,-1.33697,-0.04459,-0.4892,-1.66049,0.018
GUT_0410,0.64775,-0.2803,-1.24735,-1.57336,0.63689,0.99929,-0.11743,-1.12239,1.0352,-1.42619,-0.52892,0.58218,-2.54674,0.66534,-0.74571,0.39152,0.00089,0.15875,1.1052,-1.01943,1.41642,0.17676,0.67567,1.16958,0.33618,1.05692,0.45374,-1.34718,-0.18196,-0.23489,-1.5008,0.6555
GUT_0411,0.00918,-0.31197,-1.18127,-1.58952,0.21181,0.9541,0.10463,-1.29668,0.88403,-1.50349,-0.83875,0.61127,-2.00948,0.02868,-0.71405,0.15892,-0.65294,0.42069,0.73897,-1.26838,1.47231,0.39088,0.84119,1.47842,0.70128,0.84885,0.0525,-1.67324,-0.53029,-1.20065,-1.3733,0.17784
GUT_0412,0.17827,-0.77644,-1.34045,-1.56138,0.82079,0.8906,-0.46138,-1.0909,0.56931,-1.32372,-1.08695,0.60341,-2.35736,0.14092,-0.68937,0.47291,-0.50971,-0.06613,0.3541,-0.54382,1.20643,0.52023,1.11915,0.96327,1.13741,0.76226,0.15893,-1.21869,-0.00495,-0.71577,-2.02025,0.30382
GUT_0413,0.3691,-1.10811,-1.59668,-1.35562,0.90252,0.74775,-0.16859,-1.43281,0.84174,-1.32106,-0.71391,0.49298,-2.13798,0.19151,-0.25177,0.37767,0.24108,0.26216,0.55224,-1.13218,1.339,0.35649,0.55282,1.70717,0.76629,0.7021,-0.03202,-1.68589,0.08054,-0.70656,-1.64574,0.39366
GUT_0414,0.05144,-0.53838,-1.15756,-1.22839,0.46403,1.16661,-0.37628,-0.93228,0.673,-1.15534,-0.17985,0.49686,-1.85635,-0.07478,-0.4988,0.07374,-0.01802,0.37407,1.09502,-0.75115,1.50179,0.93688,0.53274,1.13827,0.70593,0.5554,0.16585,-1.81427,0.01469,-0.71652,-1.39612,0.07617
GUT_0415,0.28961,-0.81667,-1.30156,-1.01647,0.88955,0.92421,-0.10959,-1.09217,0.76612,-1.54275,-0.58466,1.13115,-1.95362,0.358,-0.49334,-0.0067,-0.91509,0.02037,0.90841,-0.41737,1.07148,0.92648,0.85584,1.17738,0.51958,0.33166,-0.42443,-1.47181,-0.28574,-0.56526,-1.20345,0.14132
GUT_0416,0.55701,-0.74661,-1.57507,-1.06373,0.57112,0.71148,-0.65151,-1.17513,0.9241,-1.23865,-0.45845,0.37774,-2.38278,0.47049,-0.69666,-0.05586,0.14982,-0.02545,0.19605,-0.57595,1.38516,0.655,0.57432,1.01274,0.66503,1.15922,0.31824,-1.02333,-0.1736,-0.79266,-1.37578,0.00801
GUT_0417,-0.22216,-0.77904,-1.84698,-1.65736,0.88494,0.58892,-0.077,-0.70823,0.89523,-1.2371,-0.61381,0.71222,-2.36318,0.62744,-0.55411,-0.02445,-0.24903,0.27043,0.28335,-0.60941,1.49329,0.84443,0.28481,1.31798,1.1731,0.9609,0.17215,-1.57035,-0.08339,-1.18241,-1.33216,0.67916
GUT_0418,-0.16611,-0.66155,-1.9531,-1.61297,0.71675,0.67305,-0.24534,-0.62539,0.93458,-0.73039,-0.8068,0.36484,-2.45451,0.29441,-0.50651,0.03857,-0.06769,0.19897,0.9292,-0.58839,1.86123,0.7631,1.17641,0.77623,0.87159,0.92158,0.07396,-1.58055,-0.02615,-0.69393,-1.53615,0.60421
GUT_0419,0.22881,-0.81343,-1.29455,-1.23996,0.67784,1.05952,-0.04779,-1.10895,0.75587,-1.33473,-0.84305,0.5071,-2.2425,0.30106,-0.94252,0.18984,0.01105,0.14467,0.91223,-0.79791,1.25254,0.82474,1.18971,1.47124,1.11583,0.62181,0.1619,-1.78265,-0.56802,-0.41311,-1.62395,0.43084
GUT_0420,-0.0409,-0.2532,-1.68716,-1.42265,0.24638,0.6368,0.39224,-1.17669,0.90475,-1.50393,-1.02424,0.81997,-2.41548,0.40255,-0.33069,-0.01021,-0.09696,0.07635,0.74929,-0.83253,1.4614,0.33734,0.71332,0.92516,0.72567,0.49717,0.18719,-1.57952,0.57347,-0.76788,-1.43006,0.49328
GUT_0421,-0.95462,-1.03154,-1.36407,0.24122,0.23142,1.45132,0.07838,0.77917,1.38502,1.28957,-2.16593,1.25466,0.52592,0.22481,0.03228,0.3814,0.23326,-0.27394,-1.8888,-0.09642,-0.99802,0.90416,-0.91165,0.08202,0.02471,-0.60289,0.07006,-1.70539,0.15871,0.02178,-0.69202,-2.44401
GUT_0422,-0.45073,-1.21395,-0.80578,0.47148,-0.06171,1.36468,-0.10454,0.93983,1.40978,1.35583,-2.52307,1.22397,0.34397,0.35362,0.14343,0.59987,-0.04694,-0.61295,-2.04163,0.0596,-0.94729,1.40573,-0.34452,-0.13202,-0.61907,-0.49069,0.09336,-1.39978,0.43112,-0.48748,-1.55809,-2.37685
GUT_0423,-0.55726,-0.7059,-1.14991,0.09673,0.14625,1.09166,0.02876,0.79314,1.60232,1.12977,-2.13035,1.11875,0.2493,0.46465,0.71387,0.42219,0.39023,-0.04284,-1.68602,-0.42841,-0.66031,1.59785,-0.24404,0.21172,-0.75104,-1.02626,-0.02704,-1.73369,0.01717,0.42482,-1.01377,-2.56188
GUT_0424,-0.89036,-0.78879,-1.21899,0.35211,0.29245,1.27949,0.18765,1.06076,1.24574,1.44806,-2.15383,1.11977,0.49997,0.8455,-0.00951,0.35687,-0.22365,-0.07199,-1.68211,-0.35304,-1.28901,0.94405,-0.60479,0.48627,-0.55809,-0.66259,0.03094,-1.85596,0.36642,-0.15714,-1.05655,-2.46326
GUT_0425,-0.70486,-1.18798,-0.73821,0.83303,0.33254,1.39732,-0.27408,1.05162,1.3414,1.12419,-2.93772,1.49446,0.57496,0.72692,0.06283,-0.15488,0.18444,-0.2317,-2.0468,-0.04265,-0.51927,1.16614,-0.08801,0.13968,-1.04867,-0.53184,-0.13451,-1.60779,0.43488,0.14328,-1.15486,-2.33798
GUT_0426,-0.5392,-1.01973,-0.95286,0.56036,0.0729,1.27591,-0.0377,1.57369,1.37131,0.97733,-1.95099,1.54155,-0.02774,0.46607,0.7556,0.08632,0.25937,-0.66972,-1.95571,-0.44488,-1.20518,1.18678,-0.27255,-0.09484,-0.89988,-0.8754,-0.14282,-1.66557,0.5169,0.21747,-1.70712,-2.52149
GUT_0427,-0.62692,-1.25593,-1.31222,0.01403,0.15873,1.05704,0.00908,1.04625,1.23675,1.2814,-2.56419,1.06477,-0.01247,0.62198,0.37355,0.58053,0.59642,-0.6612,-1.83161,-0.30061,-0.89677,0.93593,0.07371,0.0073,-1.17132,-0.42214,0.39544,-1.46332,0.64404,-0.44665,-0.97622,-1.66009
GUT_0428,-0.47467,-1.23756,-1.01995,0.4202,0.25869,1.29221,-0.23225,1.2012,1.38527,1.48264,-2.80868,1.27436,0.1175,0.41839,0.74643,0.74414,0.37636,-0.60888,-1.75971,-0.10204,-0.86185,0.93787,-0.08512,-0.15432,-1.074,-0.5238,-0.27737,-1.5279,-0.17105,-0.10952,-1.29024,-2.32328
GUT_0429,-0.37555,-0.66249,-0.93215,0.22332,0.29771,1.2634,0.08148,1.08776,1.83181,0.94311,-2.18766,1.00166,-0.02846,0.37034,0.26797,0.35405,0.62662,-0.2415,-2.09542,0.2375,-0.45615,1.25522,-0.79024,0.38151,-0.84495,-0.16988,-0.02282,-1.44576,0.24145,-0.41295,-1.39507,-2.27001
GUT_0430,-0.45226,-1.25812,-0.39823,0.2672,0.15074,1.28456,0.00061,1.21384,1.04939,1.52847,-2.79324,1.34218,0.19793,0.58282,0.56243,0.86594,0.60226,-0.6042,-1.95944,0.60419,-0.84617,1.46032,-0.21035,0.3096,-1.08823,-0.96606,-0.49966,-1.66255,0.58428,0.06246,-1.0139,-2.67121
GUT_0431,-0.63639,-0.52198,-1.18637,0.22815,0.68041,1.23726,-0.1295,1.24145,1.17168,1.12138,-2.63095,1.09172,0.20767,0.84294,0.30537,-0.0946,-0.1157,-0.93022,-1.92537,-0.29187,-1.02814,1.27686,-0.21927,0.29245,-0.67003,-0.31052,-0.25688,-1.87022,0.34652,0.13035,-1.35811,-2.30173
GUT_0432,-0.89245,-1.09553,-1.44496,0.32707,0.49034,1.07884,-0.12136,1.33213,1.86569,1.06547,-3.11587,0.97062,-0.26094,0.02832,0.13679,0.9326,-0.01488,-0.20001,-1.69197,-0.25145,-0.71316,1.24301,0.07762,-0.21069,-1.11897,-0.72741,0.08416,-0.91655,0.0788,0.0592,-1.21097,-2.77028
GUT_0433,-0.7476,-1.03877,-1.16775,0.51948,0.71264,1.32654,0.13653,1.19702,1.63363,1.35691,-2.51452,1.26679,0.68223,0.61522,0.18545,0.33291,0.36543,-0.32703,-1.93313,0.12573,-0.62585,1.08051,-0.2954,0.43896,-0.81422,-0.46936,-0.04828,-1.57348,0.33944,-0.36169,-0.99201,-2.34282
GUT_0434,-0.11857,-1.13255,-1.1731,0.31466,0.62837,1.21642,0.14919,0.95018,1.51056,0.9865,-2.36365,1.51185,0.29397,0.41142,-0.0034,-0.11649,0.26388,-0.22981,-2.05064,0.25115,-0.72255,1.01858,-0.03662,-0.12706,-0.93569,-0.79517,-0.0873,-1.61437,0.37639,-0.28538,-1.13043,-2.67257
GUT_0435,-0.29672,-0.8175,-1.20293,0.14296,0.00879,1.08533,0.38314,1.1157,1.64354,1.26368,-1.7495,1.60819,0.41093,0.81961,0.26147,0.57994,0.59499,-0.64898,-2.1673,-0.09873,-0.54212,1.43577,-0.44196,0.1154,-0.69573,-0.54436,-0.20176,-1.86139,-0.28446,-0.08435,-1.19709,-2.60304
GUT_0436,-0.5478,-0.85994,-1.09699,0.20181,0.11737,1.44931,-0.21133,1.06203,1.63045,1.16108,-2.22419,1.47089,0.18705,0.65428,0.22137,0.37015,0.61178,-0.34528,-1.76424,-0.12309,-0.55912,1.308,0.17289,0.19117,-0.63339,0.26862,-0.01053,-1.74716,0.3928,-0.06838,-1.2278,-2.31799
GUT_0437,-0.68386,-1.29829,-0.71693,0.76131,0.07221,0.5869,-0.17858,1.1083,1.5505,1.45979,-2.6514,1.01777,0.05376,0.46196,0.47359,0.76663,0.50827,-0.32298,-1.79607,-0.11469,-0.7564,0.615,-0.18546,0.01493,-0.59936,-0.21155,-0.28037,-1.9384,0.25813,-0.20055,-1.3371,-2.4582
GUT_0438,-0.71554,-1.09944,-1.23245,0.36504,0.07459,1.2135,0.07119,0.733,1.28564,1.03177,-2.52058,0.83372,0.21635,0.6018,0.68156,0.60476,0.46429,-0.3692,-2.21069,0.12512,-1.08566,0.94005,-0.32199,-0.17188,-0.91543,-0.21888,-0.17429,-1.50971,0.29591,0.23251,-1.0631,-2.49967
GUT_0439,-0.811,-1.25503,-1.2847,0.0303,0.66954,1.35626,-0.04117,1.0721,1.3794,1.16486,-2.14088,1.71318,0.33362,0.3095,-0.20254,0.41491,0.08473,-0.03212,-1.73198,-0.05492,-0.88929,1.25504,-0.42681,0.1458,-1.15897,-0.2855,0.05889,-1.34805,-0.14333,-0.19051,-1.05609,-3.05106
GUT_0440,-0.6829,-1.08886,-1.0065,0.21043,0.43796,1.51534,-0.25921,0.697,1.37955,0.88153,-2.54724,0.84112,0.60832,0.71455,0.43333,0.90385,0.41049,-0.61,-1.48378,-0.11285,-0.69371,1.2281,-0.61927,0.11193,-1.08213,-0.76408,-0.13397,-1.69506,-0.02612,-0.45564,-1.06418,-2.58694
GUT_0441,-0.64339,-0.83,-1.17905,0.16318,0.29729,1.14027,-0.06305,1.16459,1.6422,0.99114,-2.28541,1.18138,0.95705,0.07976,0.74064,0.26101,-0.26132,-0.77844,-2.33348,-0.45453,-0.42017,1.44153,0.02615,-0.27785,-0.88068,-0.64724,0.19624,-1.58061,0.36096,0.1484,-1.26316,-2.80191
GUT_0442,-0.66849,-1.16666,-0.93595,0.74991,0.29826,1.75703,0.00294,1.51639,1.72944,1.16959,-2.24829,1.09096,-0.11304,0.8768,0.4048,0.75713,0.39545,0.07921,-1.67356,-0.08629,-0.91724,0.94706,-0.20212,0.16639,-0.89433,-0.47346,0.31786,-1.58267,0.01927,-0.29535,-0.90608,-1.99058
GUT_0443,-0.64977,-0.93065,-1.00861,0.20932,0.51059,1.47086,0.24905,1.18246,0.94656,1.09532,-2.65422,1.42915,0.26124,0.36195,0.40217,0.36579,0.43771,-0.50199,-2.04976,-0.73848,-1.02129,1.05831,-0.21899,-0.11778,-0.76401,-0.15749,0.32676,-1.38456,0.2765,-0.19658,-1.32018,-2.26907
GUT_0444,-0.50603,-1.34111,-1.04342,0.31678,0.33155,1.06806,-0.01147,1.36509,1.31153,0.77006,-2.35963,1.33929,0.08416,0.58573,0.2622,0.55196,0.20985,-0.65377,-1.99575,-0.06103,-0.8456,1.04922,-0.48729,0.22291,-0.62056,-0.71983,-0.01706,-1.51219,0.07711,-0.07884,-1.268,-2.05127
GUT_0445,-0.71992,-0.70908,-0.65881,0.12265,0.32786,1.48093,0.05691,1.12657,1.2631,1.11608,-2.16609,1.44943,0.26893,0.94534,-0.07196,0.69545,0.28572,-0.31074,-1.87487,-0.48289,-0.50458,1.57135,0.16764,-0.0458,-0.63745,-0.22931,-0.59805,-1.55455,0.39352,0.10773,-1.04539,-2.4027
GUT_0446,-0.52852,-1.13512,-0.18047,0.27525,0.46703,1.66105,-0.11872,0.83498,1.71642,0.99431,-2.1105,1.40969,0.70101,0.1597,0.81377,0.21631,0.49849,-0.85667,-1.50251,0.11569,-0.77645,0.46338,-0.06236,0.20672,-0.74403,-0.39372,-0.18997,-1.74677,0.7918,0.15639,-1.24901,-2.36939
GUT_0447,0.3871,-0.95384,-1.01051,0.01842,0.51871,1.33133,-0.17094,1.14935,1.35046,0.8031,-2.10825,1.68673,-0.00119,0.34398,0.23669,-0.12255,0.23238,-0.28738,-1.82115,-0.07972,-0.48306,0.76166,-0.58706,0.6701,-0.73457,-0.67933,-0.18584,-1.16891,0.65396,-0.14474,-1.41428,-1.84941
GUT_0448,-0.72283,-0.96849,-0.80476,0.26432,0.566,0.84988,-0.24333,1.23736,1.38293,1.19576,-2.64631,1.67554,0.21582,0.87131,0.10997,0.05887,0.51118,-0.45461,-1.91803,0.22424,-1.10194,1.60011,-0.15462,0.05539,-1.14308,-0.73932,0.19469,-1.23912,0.28412,0.25903,-1.11633,-2.46416
GUT_0449,-0.70399,-1.39591,-1.37255,0.57112,0.8296,1.45269,-0.19251,0.87748,1.46661,1.19291,-3.12679,1.10931,0.21455,0.1323,0.43374,0.18393,0.01055,-0.1087,-1.71288,-0.54247,-0.71467,1.36648,-0.13487,-0.05725,-0.80016,-0.67042,0.04609,-1.50114,-0.03622,-0.22836,-0.91728,-2.53186
GUT_0450,-1.02761,-1.3054,-0.94255,0.65814,0.50041,1.24718,-0.09197,0.93151,1.17666,1.28826,-2.37609,0.89196,0.49066,0.68415,0.41457,0.10185,0.59655,-0.61095,-2.02956,-0.25067,-1.03278,0.85056,-0.51439,-0.33875,-0.88692,-0.517,0.28885,-1.50161,0.14267,-0.0128,-1.23216,-2.83176
GUT_0451,-0.67684,-0.76492,-1.03598,0.12641,0.80886,1.16585,-0.06797,1.39453,1.08194,1.066,-2.19281,1.13029,0.71804,0.11722,0.15665,0.43692,0.39274,-0.39373,-2.05631,-0.11277,-1.14802,1.18737,-0.55209,-0.06414,-1.26584,-0.11257,-0.13355,-1.16593,0.11473,0.14396,-0.63358,-2.19215
